employee_id,performance_group,yrs_employed,manager_hire,group_size,concern_flag,mobile_flag,customers,high_hours_flag,transfers,reduced_schedule,city
acd7b4f7,Middle,4.6,N,10,N,N,18,N,2,N,Toronto
acfde6d2,Bottom,5.3,N,11,N,N,12,N,0,N,Toronto
ad8c9253,Bottom,4.6,N,13,N,N,36,Y,0,N,New York
adb079b7,Bottom,4.6,N,11,N,Y,20,Y,3,N,New York
adf4bdc2,Middle,4.7,N,10,N,Y,20,Y,0,Y,San Francisco
b04e7a9f,Middle,4.3,N,10,N,N,20,N,2,N,Toronto
b07a9228,Middle,5.4,N,14,N,Y,24,Y,0,Y,San Francisco
b18466d5,Bottom,4.9,N,8,N,Y,20,N,0,N,Chicago
b1a90e05,Top,4.7,N,13,N,N,16,N,0,N,Toronto
b2724d1d,Middle,4.5,N,11,N,N,28,Y,0,Y,Chicago
b27b4a98,Bottom,4.4,N,15,N,N,24,N,2,N,New York
b286a11e,Middle,5,N,11,Y,Y,24,N,0,N,Chicago
b366ed59,Middle,4.7,N,19,N,N,26,Y,0,N,New York
b3725db2,Middle,4.4,N,9,N,N,16,N,0,N,Toronto
b3b50d4a,Top,4.6,N,16,N,N,30,Y,0,N,New York
b3c99902,Middle,4.9,N,8,N,N,18,N,0,N,Toronto
b3ed4375,Bottom,5.4,N,11,N,Y,22,Y,0,Y,Chicago
b4776b90,Middle,5,N,15,N,N,16,N,0,N,New York
b4a7cd69,Bottom,5.7,N,20,Y,N,22,N,0,N,New York
b544d9a5,Bottom,5.7,N,10,Y,N,22,N,0,N,New York
b6888ee6,Middle,4.2,N,11,N,N,22,Y,0,Y,Chicago
b6901f9b,Middle,4.6,N,11,N,N,16,Y,0,N,New York
b6c48cdb,Middle,4.4,N,12,N,Y,16,N,0,Y,San Francisco
b80beef0,Middle,4.8,N,11,Y,Y,24,N,2,Y,Toronto
b8ada622,Top,4.2,N,12,N,N,18,Y,0,Y,San Francisco
bab8cbf5,Middle,4.1,N,7,N,N,14,N,0,Y,Chicago
bb457a36,Middle,4.6,N,11,N,N,24,Y,0,N,Orlando
bb595127,Middle,4.2,N,10,N,N,22,Y,3,N,New York
bbcdccb8,Middle,4.2,N,9,N,Y,16,N,0,N,Toronto
bc571555,Middle,4.6,N,10,N,N,24,N,2,Y,Houston
bc6a8480,Middle,4.4,N,13,N,N,24,Y,2,N,Toronto
bc6a88b5,Middle,5.3,N,13,N,Y,20,Y,0,N,Chicago
bc82a988,Middle,4.2,N,10,N,Y,16,Y,0,N,Chicago
bcc26613,Middle,2,Y,6,N,N,24,Y,0,N,New York
bd135c46,Middle,4.4,N,11,N,Y,20,N,2,Y,New York
bd1fd772,Middle,4.7,N,11,N,N,24,N,0,N,Toronto
bd895489,Middle,4.3,N,12,N,N,18,N,2,N,Toronto
be8b6baa,Middle,4.9,N,19,N,N,26,Y,0,N,New York
bef20aa4,Middle,4.3,N,17,N,N,14,N,0,N,New York
bf0381d0,Middle,5.3,N,17,Y,N,30,Y,2,N,Toronto
bf83b134,Middle,3.4,N,11,N,N,18,N,0,N,Toronto
bf8c4621,Middle,3.4,Y,9,N,N,18,N,0,Y,Houston
bf8fa362,Middle,4.6,N,10,N,N,16,N,0,N,New York
c0225fe1,Middle,3.9,N,12,N,N,20,N,0,N,New York
c08d54a7,Bottom,5.3,N,10,N,Y,18,N,0,Y,Toronto
c0acd456,Middle,4.5,N,9,N,Y,24,N,0,Y,Houston
c143012a,Middle,4.4,N,9,N,Y,22,N,2,N,Toronto
c2939a84,Middle,4.9,N,11,N,N,22,Y,0,N,Toronto
c2ed12f0,Middle,5.1,N,25,N,N,36,Y,0,N,New York
c444de08,Bottom,4.6,N,10,N,N,28,N,0,N,Toronto
c4578853,Bottom,4.6,N,10,N,N,12,N,0,Y,San Francisco
c50b1a62,Middle,2.8,Y,11,N,N,22,Y,2,Y,Orlando
c61db280,Middle,5.3,N,10,N,N,16,N,2,Y,Toronto
c70d89a2,Middle,5,N,15,N,N,20,Y,2,N,Toronto
c764744b,Middle,5.8,N,11,Y,Y,18,Y,0,Y,San Francisco
c76ebafe,Middle,4.9,N,10,Y,N,22,Y,0,N,Toronto
c77cc0c6,Middle,4.7,N,10,N,Y,22,Y,0,N,Toronto
c848bdb0,Bottom,4.8,N,13,N,N,22,N,5,N,Toronto
c8aaae9a,Middle,5,N,8,N,N,20,N,0,N,New York
c8d12ae0,Middle,5.3,N,14,N,N,24,N,2,N,Toronto
c8d3a9b4,Middle,4.7,N,8,N,N,26,Y,0,N,Toronto
c922d25a,Middle,4.3,N,13,Y,N,22,Y,2,N,New York
c999c3f5,Middle,4.4,N,11,N,N,18,N,0,N,Toronto
cb192603,Middle,4.4,N,10,N,N,12,N,2,N,Toronto
cbde52de,Middle,4.9,N,10,N,N,26,Y,2,Y,Chicago
cc35ce30,Top,4,N,13,N,Y,26,Y,2,N,Toronto
cd5064ed,Middle,4.7,N,14,N,N,18,N,0,N,Toronto
cd60f70d,Bottom,4.3,N,12,N,N,20,N,2,N,New York
cdd744e7,Bottom,4.5,N,9,N,N,20,N,0,N,Toronto
ce617d7d,Bottom,4.6,N,11,N,N,12,N,0,N,New York
ce686d71,Middle,4.8,N,10,N,Y,18,N,2,Y,Orlando
d042ae66,Bottom,5,N,10,N,Y,18,N,2,Y,San Francisco
d0711e00,Middle,4,N,9,N,N,30,N,2,Y,Houston
d0b458b0,Middle,4.4,N,17,N,N,40,Y,2,N,New York
d0f9c863,Middle,4.4,N,10,N,N,20,Y,0,Y,Chicago
d10fe0e6,Middle,4.6,N,19,N,N,24,N,0,N,Toronto
d1bc4b3f,Middle,4.6,N,10,N,Y,18,N,0,N,Toronto
d1bde0f2,Middle,3.9,N,13,N,N,20,N,0,N,New York
d1c67f53,Middle,5.1,N,15,Y,N,24,N,2,N,New York
d1ed69af,Middle,4.6,N,16,N,N,20,N,2,N,New York
d284613d,Middle,4.9,N,15,N,N,26,Y,0,N,Toronto
d2960031,Bottom,4.8,N,10,N,N,14,N,0,N,Chicago
d2e14cd8,Middle,5.1,N,14,N,N,26,N,0,N,New York
d2e27e4d,Middle,2.9,Y,19,N,N,18,N,2,N,Toronto
d37e7c84,Middle,3.7,N,17,N,N,22,N,2,N,Toronto
d4f80cb0,Middle,4.6,N,13,N,N,26,Y,0,N,New York
d500008c,Middle,5.5,N,12,Y,N,20,N,0,N,New York
d5489fe2,Middle,5.5,N,13,N,Y,18,N,0,N,Chicago
d550070a,Bottom,2.9,Y,10,N,N,30,Y,0,N,Toronto
d581439c,Top,3.7,N,13,N,Y,22,Y,0,Y,Chicago
d587089c,Top,4.7,N,9,N,Y,18,Y,0,N,Toronto
d665821e,Middle,4.3,N,10,N,N,18,N,0,Y,Orlando
d772499c,Top,4.7,N,15,N,N,26,Y,0,N,New York
d80c241e,Middle,4.8,N,13,N,N,22,N,0,N,Chicago
d852f146,Middle,5,N,13,Y,N,24,N,0,N,New York
da5e8888,Middle,4.7,N,9,N,N,16,N,2,Y,San Francisco
db037029,Middle,4,N,12,N,Y,18,N,2,N,Toronto
dbba5286,Top,3.4,Y,13,N,N,22,Y,3,Y,Orlando
dc87d51c,Middle,4.9,N,10,N,Y,16,Y,2,N,Chicago
dcc07942,Middle,5,N,13,N,N,16,N,3,N,Toronto
dceffd2b,Middle,5,N,12,N,N,20,N,0,N,Toronto
dd3fe082,Middle,4,N,15,N,N,22,Y,0,N,New York
dd6bf9fb,Middle,4.2,N,11,N,N,20,N,0,N,New York
dde1999b,Middle,4.9,N,8,N,N,20,N,0,Y,Orlando
dde23585,Middle,4.6,N,11,N,Y,20,N,2,Y,Houston
df278b06,Middle,4.2,N,13,N,N,16,N,0,N,Toronto
df686f1b,Top,5.1,N,17,N,N,20,N,0,N,Toronto
df8ea053,Middle,4.7,N,8,N,N,12,Y,0,N,Toronto
dfc6a217,Middle,4.4,N,15,N,Y,16,N,0,N,Toronto
dff895b2,Middle,3.8,N,9,N,N,16,N,0,N,Toronto
dffb138f,Middle,4.4,N,8,N,N,26,Y,2,N,Toronto
e098cf31,Bottom,5,N,8,N,N,24,Y,0,Y,Toronto
e0da8b59,Bottom,4.9,N,11,N,Y,22,N,2,Y,Orlando
e101978a,Bottom,5.1,N,10,Y,N,22,N,0,N,New York
e104e934,Middle,4.6,N,15,N,Y,20,N,0,Y,Houston
e10c2095,Middle,5.3,N,12,N,Y,22,Y,2,N,New York
e12db0d2,Bottom,4.7,N,14,N,N,24,Y,0,N,New York
e1fe67f4,Middle,4.3,N,17,N,N,26,N,0,N,New York
e22e5998,Middle,4.9,N,11,N,N,16,N,0,N,New York
e24e3f73,Middle,4.7,Y,8,N,N,28,Y,0,N,Toronto
e3375e89,Bottom,4.6,N,10,Y,N,18,N,0,N,New York
e41b2548,Middle,4.4,N,11,N,N,18,N,0,N,New York
e498c332,Middle,4.4,N,10,N,N,16,Y,0,N,New York
e5d0994f,Bottom,4.9,N,9,N,N,22,N,0,N,Toronto
e741dceb,Middle,4.1,N,13,N,Y,16,Y,2,N,New York
e7a55a91,Bottom,5,N,10,N,N,16,N,0,N,Toronto
e7a60e03,Middle,4.9,N,11,N,N,28,Y,0,N,Toronto
e7f2d790,Middle,4.6,N,10,N,N,20,Y,2,N,Toronto
e7f84291,Top,5,N,17,N,N,28,N,2,N,New York
e81f635b,Top,4.7,N,21,N,N,32,Y,2,N,New York
e947a5a0,Middle,5.6,N,12,N,N,20,Y,0,N,Toronto
e9f0029e,Middle,5.2,N,17,N,N,26,Y,2,N,New York
ea500b6e,Bottom,5,N,13,N,N,18,Y,0,N,Chicago
ebaae4bd,Middle,3,Y,10,N,N,24,N,0,Y,Houston
ec356208,Middle,4.3,N,14,N,N,28,Y,0,N,New York
ed167920,Top,5,N,11,N,N,26,Y,2,N,New York
ed2ad508,Middle,2.6,Y,11,N,N,22,N,0,Y,Houston
ed5b1361,Middle,4.8,N,8,N,N,18,N,0,Y,Chicago
ede55bd7,Top,3.7,N,8,N,N,14,N,0,N,Toronto
ee6777fa,Middle,4.5,N,10,N,Y,24,N,2,Y,Toronto
ee9febae,Bottom,4.8,N,13,N,N,22,N,0,N,New York
eec4c425,Middle,4.3,N,8,N,N,14,Y,0,N,New York
efb921f3,Bottom,4.5,N,14,N,Y,26,Y,2,Y,New York
f04679c9,Middle,4.5,N,16,N,N,16,Y,0,N,New York
f0560bcc,Middle,4.9,N,11,N,N,20,N,0,N,New York
f0580354,Middle,2.8,Y,10,N,N,16,Y,0,N,Toronto
f15a18ce,Middle,4.8,N,11,N,Y,16,N,2,Y,Houston
f1b5d0a0,Middle,4.1,N,11,N,Y,18,N,0,Y,San Francisco
f1c13d6c,Middle,4.8,N,13,N,N,36,Y,0,Y,Toronto
f32c0cae,Top,4.5,N,8,N,Y,20,Y,2,N,Toronto
f350611d,Bottom,4.6,N,11,N,N,24,N,2,Y,Chicago
f3c5b8c3,Middle,4.2,N,11,N,N,24,N,0,N,New York
f436dc91,Middle,4.6,N,13,N,N,22,Y,0,N,Toronto
f48bce78,Top,5.4,Y,22,Y,N,24,N,0,N,New York
f6992c92,Middle,4.7,N,13,N,N,26,Y,2,N,Toronto
f7073349,Middle,2.4,Y,8,N,N,36,N,2,N,New York
f7314e66,Middle,4.8,N,10,N,N,26,N,2,Y,Toronto
f79e2067,Middle,4.1,N,9,N,N,22,Y,2,Y,Chicago
f7a153a6,Bottom,3.7,N,11,N,N,18,N,0,N,Toronto
f7ab67cc,Middle,4.6,N,14,N,N,18,N,0,N,New York
f7f9c622,Bottom,5.1,N,14,N,N,26,Y,2,N,New York
f83746c6,Middle,4.6,N,11,N,Y,18,N,2,N,New York
f869c0ad,Top,4,N,12,N,Y,20,N,0,N,New York
f8cb42cf,Top,4.1,N,11,N,N,18,Y,0,Y,San Francisco
f8ced0df,Top,5,N,11,N,N,18,N,0,N,New York
fa29684c,Middle,5.2,N,13,N,N,22,N,0,N,New York
fa47d7d0,Middle,4.5,N,10,N,N,16,N,2,N,Toronto
fab3198a,Middle,4.1,N,20,N,N,28,Y,2,N,Toronto
faf22ce9,Middle,5.1,N,10,N,N,16,Y,0,N,New York
fb5da7fe,Middle,4.2,N,19,N,N,28,Y,2,N,New York
fbc09a16,Bottom,4.4,N,15,N,N,30,N,0,N,New York
fc074eff,Bottom,4.5,N,11,N,Y,24,Y,0,N,New York
fccc1bc6,Middle,2.8,Y,10,N,N,20,N,0,Y,San Francisco
fcd29ebc,Top,5.5,N,13,N,N,28,Y,0,N,Toronto
fd38c592,Middle,4.5,N,8,N,Y,16,N,0,N,Toronto
fd3f0257,Middle,3.5,N,11,N,N,22,Y,0,N,New York
fd4e88c0,Middle,4.6,N,10,N,N,22,N,0,N,Toronto
fdf590b8,Top,3.7,N,12,N,N,16,N,0,N,New York
fef7fc93,Bottom,5.2,N,13,N,Y,28,N,2,N,Toronto
ff6f866d,Bottom,4.9,N,13,N,Y,22,Y,0,N,Chicago
ff8d64bc,Middle,5.2,N,12,Y,N,18,N,2,N,Toronto
fff52bc6,Middle,4.7,N,15,N,N,16,N,2,Y,San Francisco
